travel_dow,trip_purpose,distance,hh_vehicles,hh_size,hh_bikes,hh_descr,hh_income,gender,age,license,education_level,work_status,departure_time,choice
5,SHOPPING,0.10661100960309988,3,2,2,detached,6,0,46,1,5,FTE,10.991219110578424,drive
2,SHOPPING,0.24613337109955385,0,2,0,detached,6,0,69,0,4,Retired,13.176519727557146,drive
4,HOME_OTHER,3.000886381451751,1,1,0,detached,1,0,42,1,5,Unemployed,6.711700567019612,drive
1,HOME_WORK,20.212241720427762,1,2,1,appartment,5,0,68,1,5,FTE,5.384425782071496,drive
3,HOME_WORK,22.399912042218595,1,1,0,detached,6,1,51,1,5,FTE,12.326555216632602,drive
5,SHOPPING,0.32678034638953557,1,1,2,appartment,6,0,32,1,2,Unemployed,12.457353859191622,walk
7,OTHER,0.16441463900839803,2,3,1,detached,6,1,59,1,2,FTE,11.683066197185964,passenger
5,HOME_WORK,24.791079822842228,2,2,0,duplex_townhouse,4,0,50,1,3,Retired,15.878188305178394,drive
1,OTHER,2.740779293546992,2,3,2,detached,7,1,62,1,5,FTE,13.819386405251262,drive
2,OTHER,2.214903071749637,2,2,2,detached,5,0,81,1,2,Retired,9.26881901988039,passenger
1,SHOPPING,4.848874456518934,3,4,4,detached,7,1,58,1,3,Retired,11.068628440682351,drive
1,OTHER,0.08360584993268272,2,2,0,detached,7,1,36,1,5,FTE,16.06872492806867,drive
4,SHOPPING,1.5302904553423526,2,2,0,detached,6,1,67,1,3,Retired,10.475522144498939,drive
3,OTHER,1.0151800218263856,2,2,0,detached,6,1,86,1,6,Retired,12.874869031426313,drive
3,HOME_WORK,7.511018809286523,0,2,0,detached,1,1,54,0,5,Unemployed,6.750468758058882,pt
1,SHOPPING,1.6061502505939158,1,1,0,appartment,4,0,56,1,6,Volunteer,12.59937850870248,drive
4,SHOPPING,-0.006205105250639331,0,1,2,appartment,1,0,63,0,3,Homemaker,10.322011111583517,walk
5,HOME_OTHER,0.5502440486182616,0,1,0,appartment,2,1,79,1,3,Retired,11.006252371143235,passenger
2,OTHER,3.796431246060087,2,2,2,detached,6,1,60,1,5,FTE,6.813002467214892,drive
2,OTHER,5.136496125436242,3,2,3,detached,6,1,37,1,6,PTE,17.1066469509907,drive
3,BUSINESS,23.355989443633796,2,4,2,detached,7,0,40,1,6,FTE,11.267675853335376,drive
3,OTHER,-0.08409571377801695,2,2,0,appartment,3,1,51,1,3,FTE,14.552347819021785,drive
5,SHOPPING,0.10779367648638072,0,1,0,appartment,5,1,64,0,2,FTE,11.003480590117773,pt
5,HOME_WORK,1.2381977161729842,1,1,0,detached,5,1,58,1,2,FTE,20.42643529839281,drive
5,HOME_WORK,33.770677993154315,2,4,3,detached,6,1,34,1,2,FTE,7.235104490730398,pt
2,HOME_WORK,1.7226152988180263,2,2,0,appartment,5,1,63,1,6,FTE,10.66489696110378,drive
5,OTHER,2.0601434053782817,2,6,2,detached,5,0,10,1,2,Volunteer,18.892028583360307,passenger
5,HOME_OTHER,-0.3867391811524302,0,2,0,detached,2,0,77,0,2,Retired,11.24160318683997,walk
1,SHOPPING,2.9621184975330026,1,2,0,appartment,1,0,55,1,2,PTE,14.989339582880408,drive
1,SHOPPING,1.5889070264018839,2,3,2,detached,7,0,32,0,1,Unemployed,10.880297923778276,passenger
3,SHOPPING,7.983334075637567,0,1,0,appartment,2,0,58,1,3,Retired,11.963516600971328,passenger
5,SHOPPING,6.544017514695407,3,4,4,detached,7,1,18,1,2,Student,9.38628662966154,passenger
3,BUSINESS,0.6718323355183126,2,5,4,detached,7,1,27,1,5,FTE,9.6014787986783,drive
2,HOME_OTHER,1.5076513420035724,2,1,0,detached,5,1,56,0,5,FTE,7.228046900868553,passenger
5,OTHER,24.114622233700647,1,1,0,appartment,3,0,69,1,6,Volunteer,14.93724034406214,passenger
1,SHOPPING,2.2335617375570838,2,2,0,detached,4,1,86,1,5,Retired,9.235651227705869,drive
3,HOME_OTHER,1.581308010766536,2,2,0,detached,6,0,64,1,5,Retired,10.39674519452568,passenger
4,HOME_OTHER,2.2939625527619523,2,2,0,detached,4,0,79,1,5,FTE,16.410961614437277,drive
5,HOME_WORK,17.216582859131815,1,1,0,appartment,4,0,51,1,2,FTE,8.28140619859825,passenger
4,HOME_WORK,6.531019410262788,2,2,0,detached,5,0,66,1,3,PTE,16.546418541992214,drive
2,SHOPPING,0.3308096496867538,1,2,0,duplex_townhouse,5,0,67,1,5,Homemaker,12.561445083303461,drive
1,HOME_OTHER,0.8709912634127819,1,1,0,detached,5,0,56,1,2,PTE,4.800323969036302,drive
1,HOME_WORK,25.826071471756478,1,1,0,appartment,5,1,39,0,5,FTE,6.368418258542139,pt
5,SHOPPING,0.14527975166864415,1,1,0,appartment,6,0,55,1,6,FTE,16.718787660807713,walk
5,BUSINESS,0.3484145767690938,2,2,0,detached,2,1,67,1,2,PTE,18.236418711554634,drive
5,OTHER,12.511781275858018,1,1,1,appartment,6,1,46,1,6,FTE,17.09343998408086,drive
1,HOME_WORK,13.0788691811801,1,2,0,appartment,4,1,63,1,6,FTE,6.360322306960632,drive
7,HOME_OTHER,2.349405507827027,2,1,2,duplex_townhouse,5,1,71,1,3,Retired,10.030020265394148,drive
3,HOME_WORK,8.747866254701162,1,1,0,appartment,1,1,54,1,1,Student,13.272196691454672,pt
5,HOME_OTHER,7.837076301812621,0,1,0,detached,1,1,77,1,2,Retired,14.00389518846281,passenger
5,HOME_WORK,6.513788627173037,2,5,4,detached,5,1,40,1,2,FTE,7.053630229706581,drive
3,OTHER,4.2648937606739095,4,2,0,detached,6,0,60,1,2,Volunteer,8.852835435450444,drive
5,OTHER,7.424876044965954,3,2,2,detached,5,1,58,1,3,Homemaker,11.722592137199346,drive
5,HOME_WORK,7.067151571166027,1,2,0,detached,6,0,48,1,5,FTE,13.50589229539776,drive
6,HOME_OTHER,1.517685937820614,2,3,2,duplex_townhouse,7,0,51,1,5,PTE,14.664981981659357,drive
5,SHOPPING,2.873664940291574,1,1,0,detached,2,0,68,1,2,Retired,12.585783686649247,drive
4,HOME_OTHER,0.6376371243440344,1,2,2,appartment,3,1,57,1,6,FTE,19.252603151778608,drive
4,HOME_OTHER,2.3967394536190736,2,3,2,detached,6,1,9,0,1,Unknown,22.87960436767606,passenger
5,OTHER,3.1543843250867916,1,1,0,duplex_townhouse,1,1,55,1,2,FTE,14.604673253626485,pt
4,HOME_OTHER,2.1242455931546553,1,2,0,detached,4,0,90,1,2,Retired,8.043973099847722,drive
2,HOME_OTHER,2.3749383773112855,2,3,2,detached,5,0,45,1,2,FTE,17.030981741914825,drive
7,HOME_OTHER,6.455327372453249,1,1,0,appartment,6,1,59,1,2,Retired,11.20756375472743,drive
5,HOME_WORK,13.443553331632282,1,1,1,appartment,5,1,36,1,5,FTE,9.278407602647698,drive
5,OTHER,5.331981271114722,2,2,3,detached,7,1,41,1,5,FTE,12.998313837810036,drive
5,OTHER,4.043643577118615,1,2,0,duplex_townhouse,5,1,76,1,3,FTE,21.241757088703533,drive
4,OTHER,2.3879435267411764,2,7,0,detached,2,0,13,0,2,Student,14.947644907770504,drive
2,OTHER,2.971036706921044,2,5,5,detached,7,1,6,0,1,Student,17.684187972200956,passenger
1,SHOPPING,0.6129425984462237,1,1,0,duplex_townhouse,3,0,49,1,5,Unemployed,15.01456273171928,drive
3,HOME_WORK,0.1988388588768661,1,2,2,detached,4,0,41,1,6,FTE,17.70968471202682,walk
5,HOME_WORK,39.25837805278269,1,1,3,appartment,2,0,46,0,3,PTE,12.952817787104513,pt
1,HOME_WORK,6.892948999999295,1,1,1,appartment,4,1,50,1,6,FTE,19.942883265837235,drive
2,OTHER,2.4281294017663977,2,4,4,detached,7,1,4,0,1,Student,11.93385944638065,pt
1,HOME_WORK,11.857176561983987,0,2,2,appartment,3,1,43,1,2,FTE,8.711215748088229,pt
4,HOME_OTHER,1.5809910093420818,2,1,0,detached,7,1,57,1,6,FTE,13.433827926635196,drive
4,HOME_OTHER,0.033503348088246065,2,2,2,detached,7,1,53,1,6,FTE,14.935458902796544,walk
2,OTHER,3.1892297769887152,3,2,0,detached,6,1,60,1,2,FTE,11.836191152392832,drive
1,HOME_WORK,20.073928575942197,1,1,0,appartment,5,1,50,0,1,Unemployed,7.247722391636064,passenger
5,HOME_WORK,18.830450102675417,0,2,0,appartment,4,1,37,0,5,FTE,13.99132310316177,pt
5,HOME_WORK,9.298902427527711,3,4,0,detached,5,0,29,1,2,FTE,7.678116756256053,drive
5,HOME_WORK,0.8330784006981754,2,5,4,detached,7,0,44,1,5,FTE,16.960372028521284,drive
1,HOME_OTHER,0.27467899868407164,2,2,0,detached,5,1,63,1,3,Volunteer,14.107221808129648,drive
5,HOME_OTHER,0.5940280891654791,2,5,2,detached,5,0,7,0,1,Unknown,17.536677271741336,passenger
5,OTHER,-0.30871330885239323,2,2,0,detached,7,1,58,1,5,PTE,16.82371766667698,drive
4,HOME_WORK,0.010541150143125733,2,2,0,duplex_townhouse,5,0,49,1,2,FTE,12.828137407722945,drive
4,SHOPPING,0.8250554079356991,3,4,1,detached,5,0,29,1,2,PTE,12.0359868808673,drive
2,SHOPPING,-0.047002485114406745,0,1,0,appartment,1,0,77,0,3,Retired,12.970725647112815,passenger
5,OTHER,3.81247092720509,1,1,0,duplex_townhouse,2,0,77,1,2,Retired,19.439471429121937,drive
2,HOME_OTHER,3.143227951344611,2,2,0,duplex_townhouse,7,1,63,1,6,Retired,10.72256612339151,drive
6,SHOPPING,2.175690742857218,1,2,0,detached,3,0,79,1,2,Retired,10.400019455297308,drive
3,HOME_WORK,4.25366649715526,5,2,0,detached,3,0,38,1,2,Retired,15.210326422524847,drive
5,OTHER,3.699451507331708,1,2,0,detached,3,1,68,1,3,Retired,12.620034153316487,drive
2,SHOPPING,3.4454889821126793,2,2,0,duplex_townhouse,7,0,70,1,5,Retired,8.090530205176876,drive
2,OTHER,1.6789748624451104,0,1,0,appartment,1,1,47,0,1,Student,11.660980628976725,passenger
5,SHOPPING,5.020858284096283,1,1,0,detached,4,1,86,1,6,Retired,15.109801087096129,drive
2,OTHER,2.2334695396569,1,1,2,detached,6,0,64,1,6,Unemployed,13.905175798091499,drive
5,OTHER,0.54348562048214,1,1,2,duplex_townhouse,4,0,33,1,6,FTE,9.10253819801435,drive
5,HOME_OTHER,30.294609055038663,2,2,0,detached,7,1,62,1,6,PTE,6.792160026689056,drive
4,HOME_WORK,1.2354047845359837,1,1,0,appartment,5,1,36,1,6,FTE,16.14847933576777,walk
5,HOME_WORK,0.840180874397523,4,2,1,detached,7,1,58,1,3,FTE,18.994939695974203,drive
6,OTHER,2.6190583055798258,1,2,0,appartment,3,0,62,1,2,FTE,17.144479299867893,passenger
3,SHOPPING,22.52198679013383,2,2,0,detached,7,0,59,1,5,FTE,16.08463297718435,drive
5,HOME_OTHER,28.411592366406232,1,1,0,detached,5,1,63,1,5,Volunteer,6.372919097755243,drive
5,HOME_WORK,3.0382370046003198,3,3,2,detached,7,1,69,1,4,FTE,7.764848948713167,drive
7,HOME_OTHER,8.660416000276516,2,2,2,detached,6,1,37,1,5,FTE,9.536401824260107,drive
5,HOME_WORK,14.591794650893453,1,1,0,detached,2,0,77,1,2,Retired,7.022197336108811,drive
4,SHOPPING,3.1141582423375085,2,2,0,detached,7,1,76,1,6,Retired,16.49601514963277,passenger
1,OTHER,-0.036771716179088365,1,1,0,appartment,4,0,60,1,6,Volunteer,6.457401333382352,drive
5,OTHER,-0.3288679861902327,1,2,0,appartment,7,1,41,1,5,FTE,14.084013454767227,walk
2,HOME_WORK,4.101995200344275,0,2,0,detached,6,1,54,0,2,FTE,8.214950478220407,pt
1,HOME_EDU,0.2816662198947407,2,5,2,detached,4,1,12,0,1,Student,15.012389030029285,pt
4,SHOPPING,2.07160776904085,2,4,0,duplex_townhouse,7,0,56,1,3,Homemaker,12.761576805048781,drive
4,OTHER,3.5049371627654935,2,2,0,detached,5,0,75,1,5,Volunteer,18.925137166712858,drive
5,OTHER,0.48941608482806054,3,4,2,detached,2,1,7,0,1,Student,15.011472708971922,passenger
3,HOME_WORK,1.624314923596454,2,2,0,duplex_townhouse,7,1,37,1,5,FTE,17.745920728552,walk
3,HOME_OTHER,7.364073573648726,1,2,0,detached,7,1,62,1,5,FTE,9.147109808293541,walk
1,HOME_OTHER,-0.030667399071190093,1,1,1,appartment,1,1,46,1,5,PTE,13.85781520023965,walk
5,OTHER,0.9225320762933575,1,2,0,detached,2,0,69,1,2,FTE,14.202577694158192,drive
3,HOME_WORK,1.1610179126745026,5,2,0,detached,6,0,44,1,2,FTE,6.915182507369062,walk
3,HOME_WORK,3.164979722099485,1,1,0,detached,7,0,33,1,5,FTE,6.976227150307978,pt
2,HOME_WORK,0.28221722355048007,1,1,0,appartment,5,1,43,1,6,FTE,7.0515567000565085,drive
5,HOME_WORK,1.6817352509251025,2,5,3,detached,7,0,23,1,3,FTE,7.227044887512275,drive
4,HOME_EDU,-0.2361088060591382,1,4,0,detached,4,1,30,1,4,PTE,13.764862092843153,walk
3,ESCORT_TRANSFER,28.590711982536146,2,4,4,detached,5,1,6,0,1,Unknown,13.339781332268547,passenger
1,HOME_WORK,2.66160939432543,2,5,2,detached,6,0,35,1,5,FTE,7.181563883765091,pt
3,HOME_OTHER,13.619035373324596,2,2,0,duplex_townhouse,5,0,51,1,5,Homemaker,17.60936274079638,drive
3,OTHER,8.683154014711258,2,3,2,duplex_townhouse,6,0,5,0,1,Unknown,7.709990416533807,pt
2,HOME_OTHER,7.168097515546477,1,1,0,detached,2,0,78,1,2,Retired,12.61987911153714,drive
6,HOME_OTHER,5.1012931574655385,1,2,0,detached,7,1,10,0,1,Student,5.392029640895381,passenger
3,HOME_EDU,11.221498695669062,4,5,0,detached,7,1,14,1,2,Student,8.149929567663689,drive
3,OTHER,2.4311657160100597,4,4,4,detached,7,1,11,1,5,FTE,16.08201734860621,drive
3,HOME_WORK,20.358294798205275,1,1,0,duplex_townhouse,6,1,38,1,5,FTE,16.505105140803366,pt
5,SHOPPING,2.9571393232419783,1,2,0,detached,3,0,87,1,2,Volunteer,15.19401432058755,drive
2,SHOPPING,1.8030012943527387,2,5,3,detached,7,1,60,1,2,FTE,15.204687355300411,drive
5,HOME_OTHER,4.66097713134688,1,1,0,detached,5,0,76,1,4,Retired,15.056345181616665,drive
5,OTHER,0.04098344096984241,2,3,0,detached,7,1,55,1,5,FTE,14.349718101771682,drive
5,HOME_WORK,1.4576121883799882,2,2,0,detached,7,0,48,1,5,FTE,13.171589266395005,drive
5,SHOPPING,2.7446416574044092,2,2,1,duplex_townhouse,4,1,53,1,6,Retired,16.91994336265613,drive
5,SHOPPING,0.8592763138263243,1,1,0,detached,3,1,74,1,2,Retired,12.56530885415907,passenger
5,HOME_OTHER,0.9627120611448623,2,2,2,detached,5,0,62,1,5,Volunteer,7.086058825124726,drive
4,HOME_OTHER,5.348409071603049,3,4,2,detached,7,0,44,1,5,FTE,18.072237892464596,drive
5,HOME_OTHER,0.4097440655471624,1,1,0,detached,2,1,65,1,2,Volunteer,11.212993742589152,walk
1,HOME_OTHER,5.436999411705934,2,5,2,detached,2,1,7,0,1,Student,8.55680493477477,passenger
2,OTHER,2.8956358433469216,2,2,2,detached,7,1,59,1,6,FTE,7.425031305114144,drive
1,HOME_WORK,11.739879547243174,2,2,0,detached,4,1,50,1,3,Retired,5.392261972127234,drive
5,ESCORT_TRANSFER,16.475712911299038,2,2,0,detached,7,1,53,1,5,FTE,5.661274840759788,drive
1,HOME_OTHER,10.476619541633978,2,2,0,detached,6,0,93,1,5,Volunteer,13.608165825435835,drive
4,HOME_OTHER,0.35768921280932325,1,1,0,appartment,3,0,51,1,5,Unemployed,8.045374888169265,drive
5,HOME_OTHER,0.02366442510738187,2,4,2,detached,7,0,39,1,5,Homemaker,12.822281802019537,drive
5,SHOPPING,2.2764262006379528,2,2,1,detached,7,1,49,1,5,FTE,22.165946328873105,drive
5,SHOPPING,0.27394811780429457,3,2,0,duplex_townhouse,7,0,58,1,6,Retired,11.539471479469329,passenger
6,OTHER,0.0658237604518479,2,3,4,detached,7,0,56,1,6,FTE,13.681731447844754,drive
4,HOME_WORK,7.501569652581985,1,1,2,duplex_townhouse,2,1,67,1,2,FTE,16.363656315851987,drive
1,SHOPPING,3.573727616815565,1,1,0,appartment,4,0,62,1,6,FTE,18.70911091104296,drive
3,SHOPPING,1.4346330493721071,2,3,0,detached,4,1,33,1,4,FTE,15.144922061831105,passenger
2,HOME_WORK,10.51106018211684,1,1,0,appartment,6,1,54,1,6,FTE,16.263862637182392,drive
4,HOME_EDU,0.47187520948827555,2,4,6,duplex_townhouse,5,0,9,0,1,Student,6.332155519127871,passenger
1,HOME_OTHER,13.48764423518592,2,2,2,appartment,7,0,58,1,6,FTE,13.685732581346153,passenger
5,OTHER,0.4238443289165315,2,2,0,detached,5,1,64,1,2,Retired,10.039266194916575,drive
4,HOME_OTHER,2.6979562684015597,0,1,0,detached,2,0,68,1,2,Retired,10.583533861755056,pt
3,OTHER,14.579438874104387,3,2,2,detached,7,0,60,1,5,PTE,16.937155058244294,passenger
7,HOME_WORK,7.41967412622034,2,2,0,detached,2,0,74,1,2,Retired,11.554683768380054,drive
5,HOME_OTHER,1.6983272350292014,1,1,0,duplex_townhouse,2,0,68,1,2,Retired,11.169203169942678,drive
5,SHOPPING,0.7360828129288508,2,2,2,detached,6,0,65,1,2,Homemaker,11.789603479567297,passenger
5,HOME_OTHER,7.337691069768882,1,1,0,appartment,4,0,60,1,2,Unemployed,8.852971247536225,drive
2,HOME_WORK,3.139039119310757,2,2,2,detached,4,0,66,1,6,FTE,6.2709369667599635,drive
2,ESCORT_TRANSFER,11.239111167122237,2,5,3,detached,6,0,46,1,5,PTE,6.561315372972146,drive
6,SHOPPING,3.0413364575945483,2,2,0,detached,6,0,59,1,2,FTE,18.963680707723324,drive
2,OTHER,1.7017394918434006,2,4,6,detached,6,0,5,0,1,Unknown,7.2572685136441395,passenger
2,HOME_WORK,3.3423834674701296,2,2,0,appartment,6,1,52,1,5,FTE,14.075253125707844,drive
2,HOME_WORK,1.9647971383753802,2,2,2,detached,7,1,50,1,5,FTE,10.774307714673794,drive
1,HOME_OTHER,0.019030249484204842,2,2,0,detached,1,1,71,1,5,Retired,14.729514084077234,walk
5,ESCORT_TRANSFER,9.080341929643128,3,5,4,detached,7,1,16,1,1,Student,12.209658121985902,drive
5,SHOPPING,3.020450758614334,1,1,0,detached,2,1,77,1,3,Retired,9.85912588387688,drive
5,HOME_WORK,1.9824738524966747,1,1,0,appartment,2,1,34,1,5,FTE,8.365095909946225,drive
1,HOME_EDU,0.9247487324734661,2,5,2,detached,5,1,-4,1,5,Student,14.91333033425499,drive
5,SHOPPING,0.3023334675111765,3,2,2,detached,7,1,61,1,6,PTE,16.113105595776787,passenger
1,HOME_OTHER,2.8951284088311744,2,2,2,detached,5,1,52,1,6,FTE,11.135784615324283,drive
5,HOME_WORK,2.69429632549372,1,1,0,detached,2,0,69,1,3,Retired,14.678749553325472,drive
5,HOME_WORK,21.402861033590135,3,2,2,detached,7,0,35,1,5,FTE,3.6913095488780683,drive
2,HOME_WORK,2.223333673419032,1,1,0,appartment,7,0,44,1,5,FTE,7.116391762495846,drive
4,HOME_OTHER,4.374901793237322,0,1,0,appartment,1,0,65,0,4,Unemployed,16.941144884863316,walk
3,HOME_OTHER,6.388644004598168,0,2,0,detached,1,0,66,1,5,Retired,9.176551982633967,pt
5,HOME_WORK,12.760924252992659,1,1,0,duplex_townhouse,2,0,51,1,2,FTE,11.567156657080899,passenger
5,HOME_WORK,9.826445181253556,1,1,0,appartment,5,0,33,1,6,FTE,16.55574624223069,pt
2,HOME_OTHER,5.025519156511498,1,2,0,detached,5,0,81,1,3,Retired,11.622478918503576,drive
2,HOME_WORK,0.13770060223138714,1,1,3,detached,7,0,46,1,6,FTE,5.100927710417714,drive
5,SHOPPING,1.1952560632688751,3,2,2,detached,7,1,44,1,6,FTE,13.903994391484826,walk
5,HOME_OTHER,0.6594551814727131,1,2,0,appartment,2,0,66,1,5,Homemaker,14.84312780658908,drive
4,OTHER,0.024839775364957073,2,4,0,detached,7,1,52,1,6,FTE,6.8621995207985025,passenger
4,HOME_OTHER,6.153752549030798,1,1,0,duplex_townhouse,5,0,38,1,5,FTE,7.924265126048399,drive
3,HOME_WORK,5.53053699598394,3,2,0,detached,4,1,70,1,6,FTE,8.197494433884486,drive
1,HOME_OTHER,4.54048795168282,1,1,0,appartment,4,1,66,1,3,Unemployed,16.59943829270104,pt
2,HOME_OTHER,2.3170967441045565,5,3,2,detached,7,1,48,1,6,FTE,20.424388230291704,drive
2,OTHER,6.255493817061763,1,2,0,appartment,5,0,46,1,2,FTE,14.17013984966885,drive
2,SHOPPING,4.051084510893768,2,3,2,duplex_townhouse,4,0,8,0,1,Unknown,10.113994821596876,passenger
3,HOME_OTHER,2.1428355202182012,0,2,0,duplex_townhouse,1,1,77,1,5,PTE,14.404247072147168,pt
5,SHOPPING,2.310184755035541,2,4,2,detached,2,0,8,0,1,Student,15.494780978302114,passenger
1,ESCORT_TRANSFER,18.187861179520887,1,1,1,appartment,5,1,50,1,2,FTE,5.8427243499169075,drive
3,HOME_WORK,18.339652264289196,2,4,4,detached,7,1,33,1,3,FTE,6.630081685809364,drive
1,HOME_OTHER,0.9896637586926572,1,2,0,appartment,1,1,59,0,5,Unemployed,12.780914818063692,passenger
1,HOME_OTHER,2.853087895832689,2,2,3,detached,6,0,46,1,2,Homemaker,11.265461282559672,passenger
6,SHOPPING,0.07569976684333946,1,1,0,appartment,2,1,75,1,2,Retired,14.666147992100349,drive
4,HOME_EDU,3.744978881389465,4,5,0,appartment,4,0,29,1,2,Unemployed,8.285454820751113,drive
1,HOME_WORK,9.703214833170009,4,4,0,detached,4,1,44,1,2,FTE,6.56195375060939,drive
1,HOME_WORK,2.974000644967976,0,1,0,appartment,1,0,62,0,2,FTE,9.744754313682085,pt
3,ESCORT_TRANSFER,10.73555582179001,4,4,2,detached,6,0,35,1,4,Homemaker,10.668584386812032,passenger
1,HOME_OTHER,5.9738665423979596,2,2,1,detached,6,1,34,1,2,FTE,21.412785624756633,passenger
3,OTHER,1.257748488930497,3,5,0,detached,7,0,51,1,6,FTE,8.290100567430057,drive
5,SHOPPING,2.32739285829757,2,2,2,detached,7,1,66,1,5,FTE,15.114215344880538,drive
5,HOME_WORK,4.106181572140107,2,2,0,detached,5,1,67,1,5,Retired,6.855554005792669,drive
2,SHOPPING,20.40810875408548,2,1,0,duplex_townhouse,7,0,67,1,5,FTE,12.747240854749824,drive
5,HOME_WORK,19.736286811709128,2,2,0,duplex_townhouse,7,1,60,1,6,FTE,18.95597548805076,drive
3,HOME_OTHER,46.243854412221076,2,2,2,appartment,5,0,53,1,2,FTE,7.352355452041695,passenger
4,HOME_OTHER,0.4601539907417582,5,4,2,duplex_townhouse,7,1,57,1,5,FTE,11.565275495383345,drive
5,HOME_OTHER,-0.21016430144821507,2,2,2,appartment,7,0,62,1,6,FTE,11.799750237923002,walk
4,HOME_WORK,2.090854250715408,0,2,0,appartment,3,1,55,0,3,FTE,8.035673487169497,pt
3,HOME_OTHER,0.2662648165873967,1,1,0,appartment,3,1,73,1,5,Retired,17.751173690805736,drive
1,HOME_WORK,4.0206140183328065,2,2,0,detached,4,0,58,1,2,Volunteer,5.98982313482484,drive
2,HOME_OTHER,-0.09861927833884798,1,2,0,appartment,5,1,33,1,5,FTE,13.194016813847565,walk
5,SHOPPING,13.18026679431346,2,1,0,detached,7,0,48,1,5,FTE,8.795205257391517,drive
3,HOME_OTHER,7.952964315970753,4,2,2,duplex_townhouse,4,0,33,1,5,FTE,14.165360771668768,pt
3,HOME_WORK,-0.36166860683411783,0,2,0,appartment,3,1,37,1,5,FTE,7.623148506484788,walk
3,OTHER,0.945078430377062,2,3,2,detached,5,0,36,1,5,FTE,8.230821063371966,drive
5,HOME_OTHER,1.8791064859689426,2,2,0,duplex_townhouse,5,1,68,1,5,Retired,17.021371057270777,drive
1,HOME_OTHER,2.2515372271408443,4,4,3,detached,5,1,35,1,2,FTE,12.693858299665191,drive
5,HOME_OTHER,1.0191359087254983,2,2,2,detached,7,0,61,1,6,Retired,16.24701033518699,drive
3,OTHER,0.4482453538137058,2,2,0,duplex_townhouse,6,1,56,1,4,FTE,16.829208923085407,drive
7,HOME_OTHER,8.091821922539552,1,1,0,appartment,5,1,45,1,2,FTE,12.478619513881705,drive
2,OTHER,2.2790030077035177,1,1,0,duplex_townhouse,7,0,37,1,5,PTE,12.491452406023559,drive
2,SHOPPING,1.6476340431564358,3,3,0,detached,6,0,60,1,3,FTE,14.62118307843685,drive
7,HOME_OTHER,43.81221278000983,1,1,0,detached,3,1,71,1,2,Retired,17.489919535182842,drive
5,HOME_OTHER,6.3720260754277325,1,1,0,detached,4,1,59,1,3,Retired,16.452049976660394,pt
3,OTHER,0.9871977431535659,2,5,2,detached,5,0,0,0,2,Unknown,19.516284862734928,passenger
3,SHOPPING,16.228128786787305,3,1,0,appartment,3,1,51,1,3,FTE,13.774259258305033,passenger
5,HOME_OTHER,-0.05337138891769222,1,1,0,detached,5,1,40,0,2,PTE,12.423124881801867,walk
5,HOME_OTHER,0.07830217178981425,0,2,0,duplex_townhouse,2,1,55,1,5,Homemaker,11.851600150036461,walk
5,OTHER,1.9449769148665235,1,2,0,appartment,6,1,71,1,2,Retired,12.690922998668874,drive
5,HOME_OTHER,2.365086645267315,3,5,0,detached,6,0,48,1,2,PTE,12.674935395933304,drive
2,SHOPPING,0.8470415338572861,0,1,0,appartment,4,0,54,1,4,Retired,14.611299896040933,pt
5,HOME_WORK,2.632046511993007,2,2,0,detached,5,0,48,1,5,FTE,8.155749374084172,drive
3,HOME_WORK,19.497601163023795,2,2,0,appartment,7,1,34,1,5,FTE,5.358741176827763,drive
5,HOME_WORK,2.5172239979468807,0,2,0,appartment,2,0,31,1,2,FTE,10.016524791205287,pt
6,HOME_OTHER,2.021767327248497,1,1,0,appartment,5,1,68,1,5,Volunteer,14.575001035066112,drive
5,OTHER,4.102122941258192,7,3,0,detached,7,1,14,1,1,Student,9.079774236998281,pt
3,SHOPPING,2.2172662750819416,2,2,2,detached,5,0,71,1,5,Retired,9.571852248824348,drive
3,HOME_OTHER,-0.24306253963677016,1,1,0,detached,5,0,75,1,5,Retired,17.994476098385338,drive
2,HOME_WORK,10.058168042452706,1,1,0,appartment,2,1,32,1,5,FTE,7.387494776086837,drive
1,HOME_WORK,7.30112369907176,1,4,0,appartment,4,1,32,1,5,FTE,5.603258746499667,pt
1,HOME_EDU,5.4554166923493455,3,5,5,detached,5,1,12,0,1,Student,11.608978453055702,passenger
5,HOME_OTHER,0.2830825810537629,1,1,0,appartment,2,1,64,1,2,FTE,8.75947481618579,walk
5,HOME_OTHER,2.352225434911943,1,1,0,appartment,3,1,56,1,5,FTE,14.22423596447089,passenger
6,OTHER,0.4186962854080626,2,4,2,duplex_townhouse,5,1,45,1,1,FTE,15.387442879954154,passenger
6,HOME_OTHER,1.6303624850574336,2,2,0,detached,5,0,81,1,2,Retired,8.657696117250921,passenger
1,HOME_OTHER,0.41598667938794864,1,1,0,appartment,3,1,51,1,3,FTE,15.879320421696452,drive
5,HOME_OTHER,3.616356136914476,1,1,2,detached,5,1,61,1,6,FTE,13.13161621483886,passenger
5,OTHER,2.4782553108127114,1,1,0,appartment,2,0,82,1,3,Retired,11.505022215999741,passenger
4,HOME_OTHER,4.4371407955925655,2,2,2,appartment,4,0,61,1,2,Unemployed,15.809357277343075,passenger
2,HOME_OTHER,8.304146084928304,2,3,2,detached,7,0,9,0,1,Student,9.505696754862992,drive
5,HOME_OTHER,0.5430723405664842,2,1,0,detached,5,0,71,1,5,Retired,12.627669317865804,drive
